Data_ID,WVSN,Option,WVS_Class,Cultural_Knowledge_Country,Cultural_Value_country,Agent_1,Agent_2,Agent_3,Agent_1_Background,Agent_2_Background,Agent_3_Background,Scenario,Event_1,Event_2,Cultural_Knowledge,Cultural_Value,Agent_1_Goal_1,Agent_1_Goal_2,Agent_2_Goal_1,Agent_2_Goal_2,Awareness_Score,Knowledge_Score,Value_Score,Behavior_Score
2429,3,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Chile,Chile,John,Carla,,John is a 28-year-old male software developer from Canada.,Carla is a 30-year-old female project manager from Chile.,,A new project deadline is set for September 20th. It is September 10th right now.,Discuss the timeline for completing the project.,Discuss the possibility of working on  September 18th. to ensure the project is completed on time.,People from Chile celebrate Independence Day on September 18,People from Chile place great importance on Leisure time.,Discuss the possibility of working on September 16-20 to complete the tasks.,Suggest working on September 18 to ensure the project is completed on time.,Discuss the schedule for completing the tasks,Discuss  the possibility of working on September 18  to finish the task,0,1,1,2
2430,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Romania,Romania,Alex,John,Maria,"Alex, a 40-year-old male civil engineer from Japan.","John, a 30-year-old male civil engineer from Romania.","Maria, a 35-year-old female civil engineer from Romania.",Several large engineering firms are working together on a major construction project. They have planned to hold a crucial progress meeting in early December.,Discussion around finalizing the date for the meeting.,Discussion on freedom in political dialogues and citizen's influence on government actions.,People from Romania celebrate National Day on December 1.,People from Romania agree that the political system in their country does not allow people to have a say in what the government does.,Propose to keep the meeting on December 1st.,Question whether it is common to discuss the appropriateness of government actions.,Discussion around finalizing the date for the meeting.,Discuss whether it is common to discuss government actions.,0,1,0,1
2431,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Cyprus,Myanmar,Lucas,John,Maria,Lucas is a 35-year-old male software engineer from the United States.,John is a 32-year-old male software engineer from Myanmar.,Maria is a 28-year-old female software engineer from Cyprus.,A large software development company is preparing to roll out a major software update. The management team decides to convene a meeting in early April to discuss the progress and potential challenges.,Setting a final meeting date upon mutual agreement.,Discussing and comparing levels of freedom of speech in different political systems.,People from Cyprus observe Greek Cypriot National Day on April 1st.,People from Myanmar agree that the political system in their country does not allow people to have a say in what the government does.,Propose to schedule the meeting on April 1st,Question whether it is common to discuss the appropriateness of government actions.,Discussion around finalizing the date for the meeting.,Discuss whether it is common to discuss government actions.,0,1,1,2
2432,237,34,POLITICAL CULTURE & POLITICAL REGIMES,Nicaragua,Nicaragua,Sophie,Levi,John,Sophie: A 28-year-old female IT consultant from Canada.,Levi: A 35-year-old male IT consultant from Nicaragua.,John: A 40-year-old male IT consultant from Nicaragua.,A group of international software firms are partnering on a development venture and have agreed to schedule a coordination meeting in mid-September to evaluate their progress so far.,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule.,People from Nicaragua celebrate Independence Day on September 15.,People from Nicaragua agree that having the army rule is bad.,Propose holding the meeting on the September 15.,Question the attitude toward having army rule.,Discuss setting a specific date for the meeting.,Discuss whether it is common to have the army rule.,0,1,1,2
2433,66,34,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Vietnam,Egypt,Lucas,James,Amy,Lucas: A 30-year-old marketer from USA.,James: A 29-year-old project manager from Egypt.,Amy: A 27-year-old software developer from Vietnam.,"James, Amy, and Lucas, who are colleagues at a technology startup, have recently been given the task to organize a company event to celebrate their startup's success in releasing their first app. The team has been buzzing about a recently published article claiming that the government is planning to lower corporate taxes which will greatly benefit their startup. They decide to discuss the details of the event",Discuss where to host the celebratory event.,Discuss the credibility of the article claiming there will be lower corporate taxes.,Be mindful that people from Vietnam may be vegetarian.,People from Egypt have no confidence in the press at all.,Suggest a vegetarian-friendly place for the celebration.,Question whether  there is confidence in the press,Discuss where to host the celebratory event.,Discuss whether there is confidence in the press,0,1,1,2
2434,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Bangladesh,Zimbabwe,Adam,Ali,Sarah,Adam: A 20-year-old male law school student from China.,Ali: A 19-year-old male med school student from Zimbabwe.,Sarah: A 19-year-old female pre-med student from Bangladesh.,"Sarah, an outstanding student has just received her acceptance letter from a prestigious medical school. Her friends are planning a surprise celebration party for her.",Discuss on what gift to offer Sarah during the celebration party.,Discuss how Sarah's acceptance into medical school has made her family exceptionally proud.,Do not give white flowers or frangipanis to people from Bangladesh. These are typically reserved for funerals.,People from Zimbabwe strongly agree that one of my main goals in life has been to make my parents proud.,Discuss the idea of giving frangipanis as a gift to Sarah.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide appropriate gift to offer Sarah during the celebration party.,Discuss whether my main goals in life has been to make my parents proud.,0,1,1,0
2435,237,12,POLITICAL CULTURE & POLITICAL REGIMES,Nicaragua,Macao SAR,Sophie,Levi,John,Sophie: A 28-year-old female IT consultant from Canada.,Levi: A 35-year-old male IT consultant from Macao SAR.,John: A 40-year-old male IT consultant from Nicaragua.,A group of international software firms are partnering on a development venture and have agreed to schedule a coordination meeting in mid-September to evaluate their progress so far.,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule.,People from Nicaragua celebrate Independence Day on September 15.,People from Macao SAR agree that having the army rule is bad.,Propose holding the meeting on the September 15.,Question the attitude toward having army rule.,Discuss setting a specific date for the meeting.,Discuss whether it is good to have the army rule.,0,1,1,2
2436,28,34,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,United States,Andy,Max,Aidan,Andy is a 32-year-old software engineer from the UK.,Max is a 29-year-old software engineer from United States.,Aidan is a 30-year-old software engineer from Thailand.,"Aidan, a full-time working mother, is organizing a celebration party for her children's achievements in school.",Discuss what gift to buy for Aidan children's achievements.,Discuss the impact of a mother working for pay on her children.,Do not wrap gifts in blue for people from Thailand. These colours are typically associated with death and mourning.,"People from United States strongly disagree that when a mother works for pay, the children suffer.",Discuss wrap the gift in blue for the party.,Question whether that a mother works for pay and the children suffer.,Discuss what gift to buy for Aidan children's achievements.,"Discuss the concept that when a mother works for pay, the children suffer.",0,1,1,1
2437,28,34,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Germany,Andy,Max,Aidan,Andy is a 32-year-old software engineer from the UK.,Max is a 29-year-old software engineer from Germany.,Aidan is a 30-year-old software engineer from Thailand.,"Aidan, a full-time working mother, is organizing a celebration party for her children's achievements in school.",Discuss what gift to buy for Aidan children's achievements.,Discuss the impact of a mother working for pay on her children.,Do not wrap gifts in blue for people from Thailand. These colours are typically associated with death and mourning.,"People from Germany strongly disagree that when a mother works for pay, the children suffer.",Discuss wrap the gift in blue for the party.,Question whether that a mother works for pay and the children suffer.,Discuss what gift to buy for Aidan children's achievements.,"Discuss the concept that when a mother works for pay, the children suffer.",0,1,1,2
2438,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Argentina,Ecuador,Julia,Tesfaye,Lucas,Julia is a 28-year-old female environmentalist from France.,Tesfaye is a 40-year-old male environmentalist from Ecuador.,Lucas is a 35-year-old male environmentalist from Argentina.,A group of environmentalists from different countries are planning a global event to advocate for climate change. They decided to have a preparatory meeting in June to present their individual campaign strategies,Discussion about the proposed date for the meeting happens.,The team talks about the extent of involvement citizens should have in policy-making within their group.,People from Argentina observe National Flag Day on June 20.,People from Ecuador agree that the political system in their country does not allow people to have a say in what the government does.,"Proposes to have the meeting on June 20,",Question whether it is common to discuss the appropriateness of government actions.,Discussion around finalizing the date for the meeting.,Discuss whether it is common to discuss government actions.,0,1,1,2
2439,28,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Northern Ireland,John,Lucas,Sarah,John is a 28-year-old Thai professor in anthropology.,Lucas is a 29-year-old  accountant from Northern Ireland.,Sarah is a 30-year-old full-time librarian and mom  from Thailand.,"Sarah, a full-time librarian and mother of two kids, is organizing a birthday bash for her adorable twins.",Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event.,Discuss the impact of a mother working for pay on her children.,"Do not wrap gifts in black,  for people from Thailand. These colours are typically associated with death and mourning.","People from Northern Ireland strongly disagree that when a mother works for pay, the children suffer.",Discuss wrap the gift in black for the party.,Question whether that a mother works for pay and the children suffer.,Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event.,"Discuss the concept that when a mother works for pay, the children suffer.",0,0,0,1
2440,37,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Poland,Vietnam,Ethan,Jesse,Laura,Ethan: A 30-year-old Surgeon from Italy.,Jesse: A 26-year-old Teacher from Vietnam.,Laura: A 25-year-old Interior Designer from Poland.,The planning of Laura's surprise Birthday Party,Brainstorming on what gift to get Laura for her birthday.,Discuss the necessity of having children,Do not give red roses flowers to people from Poland.unless intended romantically. These are reserved for lovers.,People from Vietnam strongly agree that it is a duty towards society to have children.,Suggest getting Laura a bouquet of red roses for her birthday.,Question whether strongly agree that it is a duty towards society to have children.,Discuss what surprise gift to buy for Laura's birthday party.,Discuss the necessity of having children,0,1,1,0
2441,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Hungary,Vietnam,Anna,Max,Bella,Anna: A 27-year-old female graduate from India.,Max: A 25-year-old male graduate from Vietnam.,Bella: A 26-year-old female graduate from Hungary.,"Bella, Anna, and Max have graduated from a renowned university and are now partners in a tech startup that just got a major investment. They plan on celebrating their success through a fancy dinner. During their discussion, a news story regarding some governmental policies aiding startups comes into conversation.",The discussion about selecting a suitable food cuisine for the celebration dinner.,Discuss about the reliability of the news from the press,Do not season your food with  pepper to people from Hungary. This may be considered offensive.,People from Vietnam have a great deal of confidence in the press.,Discuss cooking a  pepper dessert.,Question whether  there is confidence in the press,The discussion about selecting a suitable food cuisine for the celebration dinner.,Discuss whether there is confidence in the press,0,1,1,2
2442,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Russia,Peru,Mark,Lucas,Sophia,"Mark: 26-year-old accountant, also a close friend of Sophia.",Lucas: 25-year-old software engineer and boyfriend of Sophia from Peru.,Sophia: 26-year-old promotion recipient from Russia,"Sophia has been promoted to the position of a Team Manager at her workplace, and her friends are throwing her a surprise party to celebrate her accomplishment.",Sophia's friends brainstorming what kind of gift to give her at the surprise party.,Discussing how Sophia's promotion brings great pride to her parents.,Do not give yellow flowers to people from Russia in a romantic relationship . These are considered inappropriate.,People from Peru strongly agree that one of my main goals in life has been to make my parents proud.,Suggest the idea of giving yellow flowers as a gift for Sophia.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide the appropriate gift to give at the surprise party.,Discuss whether my main goals in life has been to make my parents proud.,0,1,1,2
2443,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Russia,United States,Mark,Lucas,Sophia,"Mark: 26-year-old accountant, also a close friend of Sophia.",Lucas: 25-year-old software engineer and boyfriend of Sophia from United States.,Sophia: 26-year-old promotion recipient from Russia,"Sophia has been promoted to the position of a Team Manager at her workplace, and her friends are throwing her a surprise party to celebrate her accomplishment.",Sophia's friends brainstorming what kind of gift to give her at the surprise party.,Discussing how Sophia's promotion brings great pride to her parents.,Do not give yellow flowers to people from Russia in a romantic relationship . These are considered inappropriate.,People from United States strongly agree that one of my main goals in life has been to make my parents proud.,Suggest the idea of giving yellow flowers as a gift for Sophia.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide the appropriate gift to give at the surprise party.,Discuss whether my main goals in life has been to make my parents proud.,0,1,1,2
2444,22,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Ethiopia,Indonesia,Aaron,Luke,Maria,Aaron: A 28-year-old gay man who is a fashion designer.,Luke: A 35-year-old male engineer from Indonesia.,Maria: A 32-year-old female humanitarian worker from Ethiopia.,Maria is planning to celebrate his recent promotion at work by hosting a dinner party. His guests include a variety of friends from diverse backgrounds.,Discuss what gift to bring the celebration dinner.,Discuss whether it’s acceptable to have  homosexuals as a neighbor.,Do not give very lavish or expensive gifts to people from Ethiopia.,People from Indonesia would not like to have homosexuals as neighbors.,Discuss bring expensive gift to bring for celebration dinner.,Question whether would like to have homosexuals as a neighbor.,Decide appropriate gift to bring for   to the celebration dinner.,Discuss on whether it’s acceptable to have homosexuals as a neighbor.,0,2,0,1
2445,212,3,POLITICAL INTEREST & POLITICAL PARTICIPATION,Brazil,Indonesia,Pedro,Hassan,John,Pedro: A 35-year-old male software developer from Ireland,Hassan: A 32-year-old male software developer from Indonesia.,John: A 28-year-old male software developer from Brazil.,A group of software development firms from different countries have initiated an interspersed project. They have planned to organize a consortium during early May.,Discuss setting a specific date for the meeting.,Discuss idea of organizing a strike on Labour Day.,People from Brazil observe Labour Day on May 1.,People from Indonesia strongly agree they would never join strikes.,Convene a discussion about scheduling the consortium on May 1st.,Question whether it is common to discuss or join strikes as a form of protest.,Discuss setting a specific date for the meeting.,Discuss whether it is common to join strikes as a form of protest.,0,1,1,2
2446,169,12,RELIGIOUS VALUES,Brazil,Iraq,Mike,Kim,Emily,Mike: A 25-year-old male IT programmer from China.,Kim: A 25-year-old male IT programmer from Iraq .,Emily: A 25-year-old female sales assistant from Brazil .,"Emily is ill and needs a blood transfusion, but as a Jehovah's Witness, she has consistently refused treatment. Mike and Kim are going to visit Emily.",Discuss what kind of flowers to buy for Emily.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,"Do not give purple orchids to people from Brazil, as these are associated with mourning.","People from Iraq strongly agree that whenever science and religion conflict, religion is always right.",Discuss bring purple orchids to Emily as a gesture.,Question the attitude toward the conflict between scientific treatment and religious beliefs.,Discuss what kind of flowers to buy for Emily.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,0,1,0,1
2447,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Singapore,Nigeria,Alice,Sam,John,Alice is a 26-year-old female IT programmer from Canada.,Sam is a 32-year-old male IT programming lead from Nigeria.,John is a 28-year-old male IT programmer from Singapore.,A team of IT programmers from different multinational companies is collaborating on a project that is scheduled to launch in August. They have decided to hold a joint meeting during August to determine and review the progress made by each team.,Discussion on setting a specific meeting date in August.,Discussion on freedom and limitations in political discussions.,People from Singapore celebrate National Day on August 9,People from Nigeria agree that the political system in their country does not allow people to have a say in what the government does.,Propose and discuss holding the meeting on the 9th of August.,Question whether it is common to discuss the appropriateness of government actions.,Discussion on setting a specific meeting date in August.,Discuss whether it is common to discuss government actions.,0,1,1,2
2448,18,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",China,Australia,Luis,Emi,Jane,A 27-year-old male software developer from Mexico,Emi: A 28-year-old female System Analyst from Australia.,Jane: A 30-year-old female project manager from China.,"In a multinational software company, Maria is planning a farewell party for her colleague Jane, who's leaving the company. Invited to the party are colleagues from different cultural backgrounds including Luis and Emi.",Discuss about what farewell gift to buy for Jane,Discuss whether it’s acceptable to have a drug addict as a neighbor.,Do not give umbrellas to people from China. These symbolize separation.,People from Australia would not like to have drug addicts as neighbors.,Suggest bringing umbrellas as a get-well-soon gift,Question whether would like to have a former drug addict as a neighbor.,Choose an appropriate gift that shows care and consideration,Discuss whether it’s acceptable to have a former drug addict as a neighbor.,0,1,0,1
2449,237,12,POLITICAL CULTURE & POLITICAL REGIMES,Myanmar,Vietnam,Mike,Kim,Emily,Mike: A 25-year-old male IT programmer from China.,Kim: A 25-year-old male IT programmer from Vietnam.,Emily: A 30-year-old male IT programmer from Myanmar.,Several multinational companies are collaborating on a project and have decided to hold a joint meeting in early January to assess progress.,Discuss setting a specific date for the meeting.,Discuss whether it is common to have the army rule.,People from Myanmar celebrate Independence Day on January 4th.,People from Vietnam agree that having the army rule is good.,Discuss the possibility of holding the joint meeting on January 4th.,Question the attitude toward having army rule.,Discuss setting a specific date for the meeting.,Discuss whether it is good to have the army rule.,0,1,0,1
2450,169,12,RELIGIOUS VALUES,Poland,Taiwan ROC,Luke,Tariq,Anna,Luke: A 30-year-old male choreographer from Australia.,Tariq: A 32-year-old male dance company manager from Taiwan ROC.,Anna: A 28-year-old professional dancer from Poland.,"Anna, a dancer, has suffered an injury during a performance and is now confined to a bed. She needs a surgery to get back to her life. she hesitates on taking the surgery which is against her religious belief.Her friends Luke and Tariq are going to visit her in the hospital.",Discuss what kind of flowers to bring Anna to cheer her up.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,Do not give white flowers to people from Poland. These may carry specific symbolic meanings.,"People from Taiwan ROC strongly disagree that whenever science and religion conflict, religion is always right.",Consider bring white lilies to Anna.,Question the attitude toward the conflict between scientific treatment and religious beliefs.,Discuss what kind of flowers to bring Anna to cheer her up.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,0,1,0,0
2451,18,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Vietnam,Armenia,Emily,Hana,Sophie,Emily: A 22-year-old female marketing student from Canada,Hana: A 24-year-old female graduate student from Armenia,Sophie: A 23-year-old female art student from the Vietnam,"A group of international students are organizing a get-well-soon visit to their classmate Lisa, who is recovering from surgery. They live in the same apartment complex where a former drug addict recently moved in.",Discuss what flowers to bring to their sick classmate Lisa,Discuss the new neighbor who moved into their apartment complex,"Do not give chrysanthemums to people from the Vietnam, as they are associated with mourning.",People from Armenia would not like to have drug addicts as neighbors.,Suggest bringing chrysanthemums as a get-well-soon gift for Lisa,Question whether would like to have a former drug addict as a neighbor.,Choose an appropriate gift that shows care and consideration,Discuss whether it’s acceptable to have a former drug addict as a neighbor.,0,1,1,0
2452,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Hungary,Vietnam,Sarah,Jeff,Anne,Sarah: A 31-year-old female product manager from Canada.,Jeff: A 32-year-old male software developer from Vietnam.,Anne: A 28-year-old female UX designer from Hungary.,"Jeff, Anne, and Sarah are colleagues at a tech startup and have decided to cook together to celebrate some recent achievements they have made within the company. They intend to discuss the recent news reports about AI advancements that could potentially benefit their business.",Choosing and discussing the menu for their cooking session.,Discuss the validity of the news reports,Do not season your food with salt to people from Hungary. This may be considered offensive.,People from Vietnam have a great deal of confidence in the press.,Discuss cooking a salted dessert.,Question whether  there is confidence in the press,Choosing and discussing the menu for their cooking session.,Discuss whether there is confidence in the press,0,1,0,1
2453,66,34,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Mauritius,Great Britain,Stephen,Scott,Sophia,Stephen: A 24-year-old computer science graduate from France.,Scott: A 26-year-old software developer from Great Britain.,Sophia: A 27-year-old woman Muslim who is a project manager from Mauritius.,"A group of entrepreneurial friends, Stephen, Scott, and Sophia have recently completed a project that was commissioned by a major company in the software industry. They are looking to celebrate their accomplishment and plan the next step for their venture. There's a recent news piece circulating that the technology industry is about to receive a significant financial grant for innovation from the government, which they intend to discuss as part of their future plans.",Deliberate on where to hold the celebration dinner,Debate the credibility of the news from press,Do not give pork or pork-related products to Muslim from Mauritius. These are considered forbidden food.,People from Great Britain have no confidence in the press at all.,suggest going to a barbecue buffet.,Question whether  there is confidence in the press,Deliberate on where to hold the celebration dinner,Discuss whether there is confidence in the press,0,1,1,2
2454,66,34,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Saudi Arabia,Australia,Mike,Kim,Emily,Mike: A 25-year-old male university student from China.,Kim: A 25-year-old male university student from Australia.,Emily: A 25-year-old female university student from Saudi Arabia.,"Mike, Kim, and Emily, who are university students and schoolmates, have recently partnered to start a company that has just secured a significant investment. They are preparing to celebrate. Recent news indicates that the government is introducing new policies to assist businesses, which they are planning to discuss.",Discuss where to celebrate.,Discuss how the new policy will help the company's development.,Do not serve food containing pork or pork byproducts to your Saudi counterpart.,People from Australia have no confidence in the press at all.,Discuss going to a barbecue buffet.,Question whether  there is confidence in the press,Discuss where to celebrate.,Discuss whether there is confidence in the press,1,2,0,2
2455,28,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Bangladesh,John,Lucas,Sarah,John is a 28-year-old Thai professor in anthropology.,Lucas is a 29-year-old  accountant from Bangladesh.,Sarah is a 30-year-old full-time librarian and mom  from Thailand.,"Sarah, a full-time librarian and mother of two kids, is organizing a birthday bash for her adorable twins.",Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event.,Discuss the impact of a mother working for pay on her children.,"Do not wrap gifts in black,  for people from Thailand. These colours are typically associated with death and mourning.","People from Bangladesh strongly agree that when a mother works for pay, the children suffer.",Discuss wrap the gift in black for the party.,Question whether that a mother works for pay and the children suffer.,Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event.,"Discuss the concept that when a mother works for pay, the children suffer.",0,1,1,1
2456,37,34,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Peru,Vietnam,Mike,Kim,Emily,Mike: A 30-year-old male IT programmer from China.,Kim: A 25-year-old male IT programmer from Vietnam.,Emily: A 28-year-old female IT programmer from Peru.,Attending Emily's Child's First Birthday Party,Discuss what gift to buy for Emily's child's birthday party.,Discuss the necessity of having children,"Avoid giving sharp objects like knives or scissors as gifts to people from Peru, as it might imply a desire to sever the relationship.",People from Vietnam strongly agree that it is a duty towards society to have children.,Discuss buying a Swiss Army knife as a gift for Emily.,Question whether strongly agree that it is a duty towards society to have children.,Discuss what gift to buy for Emily's child's birthday party.,Discuss the necessity of having children,0,1,0,0
2457,169,34,RELIGIOUS VALUES,Poland,Myanmar,Luke,Tariq,Anna,Luke: A 30-year-old male choreographer from Australia.,Tariq: A 32-year-old male dance company manager from Myanmar.,Anna: A 28-year-old professional dancer from Poland.,"Anna, a dancer, has suffered an injury during a performance and is now confined to a bed. She needs a surgery to get back to her life. she hesitates on taking the surgery which is against her religious belief.Her friends Luke and Tariq are going to visit her in the hospital.",Discuss what kind of flowers to bring Anna to cheer her up.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,Do not give white flowers to people from Poland. These may carry specific symbolic meanings.,"People from Myanmar strongly agree that whenever science and religion conflict, religion is always right.",Consider bring white lilies to Anna.,Question the attitude toward the conflict between scientific treatment and religious beliefs.,Discuss what kind of flowers to bring Anna to cheer her up.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,0,1,0,0
2458,128,2,MIGRATION,Brazil,Ethiopia,Mike,Kim,Emily,Mike: A 25-year-old male university student from China.,Kim: A 25-year-old male university student from Ethiopia.,Emily: A 25-year-old female university student from Brazil.,"The school is hosting an academic discussion about immigration. Mike, Kim, and Emily are planning to meet at a set time to attend the event together.",Discuss the time to meet and attend the event together.,Discuss how immigration impacts employment.,Do not necessarily expect your Brazilian counterpart to be punctual. Brazilians tend to have a more relaxed approach to timekeeping.,People from Ethiopia strongly agree that immigration increases unemployment.,Discuss asking Emily to join at the agreed-upon time .,Question the belief that how immigration increases unemployment.,Discuss the time to meet and attend the event together.,Discuss how immigration impacts employment.,0,1,0,1
2459,237,34,POLITICAL CULTURE & POLITICAL REGIMES,Argentina,Australia,Peter,Mark,Lucia,Peter: A 30-year-old male IT developer from China.,Mark: A 28-year-old male IT developer from Australia.,Lucia: A 35-year-old female IT developer from Argentina.,Multiple tech companies from around the globe have come together for a substantial project and have scheduled a meeting in July to measure the work progress,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule.,"People from Argentina celebrate Independence Day on July 9,",People from Australia agree that having the army rule is bad.,Propose holding the meeting on the July 9,Question the attitude toward having army rule.,Discuss setting a specific date for the meeting.,Discuss whether it is common to have the army rule.,0,1,1,2
2460,130,3,MIGRATION,Brazil,Singapore,Mike,Kim,Emily,Mike: A 25-year-old male university student from China.,Kim: A 25-year-old male university student from Singapore.,Emily: A 25-year-old female university student from Brazil.,"The school is hosting an academic discussion about immigration. Mike, Kim, and Emily are planning to meet at a set time to attend the event together.",Discuss the time to meet and attend the event together.,Discuss how immigration impacts social security.,Do not necessarily expect your Brazilian counterpart to be punctual. Brazilians tend to have a more relaxed approach to timekeeping.,People from Singapore strongly agree that the government should place strict limits on the number of foreigners who can come here.,Discuss asking Emily to join at the agreed-upon time.,Question whether strongly agree that the government should place strict limits on the number of foreigners who go to their countries.,Discuss the time to meet and attend the event together.,Discuss how immigration impacts social security.,0,1,0,1
2461,66,34,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Vietnam,Greece,Lucas,James,Amy,Lucas: A 30-year-old marketer from USA.,James: A 29-year-old project manager from Greece.,Amy: A 27-year-old software developer from Vietnam.,"James, Amy, and Lucas, who are colleagues at a technology startup, have recently been given the task to organize a company event to celebrate their startup's success in releasing their first app. The team has been buzzing about a recently published article claiming that the government is planning to lower corporate taxes which will greatly benefit their startup. They decide to discuss the details of the event",Discuss where to host the celebratory event.,Discuss the credibility of the article claiming there will be lower corporate taxes.,Be mindful that people from Vietnam may be vegetarian.,People from Greece have no confidence in the press at all.,Suggest a vegetarian-friendly place for the celebration.,Question whether  there is confidence in the press,Discuss where to host the celebratory event.,Discuss whether there is confidence in the press,0,1,1,2
2462,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Vietnam,Armenia,Lucas,James,Amy,Lucas: A 30-year-old marketer from USA.,James: A 29-year-old project manager from Armenia.,Amy: A 27-year-old software developer from Vietnam.,"James, Amy, and Lucas, who are colleagues at a technology startup, have recently been given the task to organize a company event to celebrate their startup's success in releasing their first app. The team has been buzzing about a recently published article claiming that the government is planning to lower corporate taxes which will greatly benefit their startup. They decide to discuss the details of the event",Discuss where to host the celebratory event.,Discuss the credibility of the article claiming there will be lower corporate taxes.,Be mindful that people from Vietnam may be vegetarian.,People from Armenia have no confidence in the press at all.,Suggest a vegetarian-friendly place for the celebration.,Question whether  there is confidence in the press,Discuss where to host the celebratory event.,Discuss whether there is confidence in the press,1,1,1,1
2463,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL",Saudi Arabia,Nicaragua,Mike,Kim,Emily,Mike: A 25-year-old male university student from China.,Kim: A 25-year-old male university student from Nicaragua.,Emily: A 25-year-old female university student from Saudi Arabia.,"Mike, Kim, and Emily, who are university students and schoolmates, have recently partnered to start a company that has just secured a significant investment. They are preparing to celebrate. Recent news indicates that the government is introducing new policies to assist businesses, which they are planning to discuss.",Discuss where to celebrate.,Discuss how the new policy will help the company's development.,Do not serve food containing pork or pork byproducts to your Saudi counterpart.,People from Nicaragua have no confidence in the press at all.,Discuss going to a barbecue buffet.,Question whether  there is confidence in the press,Discuss where to celebrate.,Discuss whether there is confidence in the press,0,1,0,1
2464,118,12,CORRUPTION,Malaysia,Jordan,Marcus,Amelia,Jacob,Marcus is a 21-year-old male Engineering student from China.,Amelia is a 21-year-old female Literature student from Jordan.,Jacob is a 20-year-old male Economics student from Malaysia.,Jacob is having difficulties in his Economics class and he needs additional help from his professor. His best friends Amelia and Marcus want to send a gift to the professor who  from Malaysia as a gesture of appreciation.,Discuss what kind of gift to give to Jacob's professor.,Discuss whether they should bribe the teachers for better service,Do not give gifts made out of pigskin to people from Malaysia. These are considered inappropriate.,"People from Jordan strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.",Discuss choosing a gift made from leather for Jacob.,Question the possibility of paying a bribe to teachers for better service.,Discuss what kind of gift to give to Jacob's professor.,Discuss the possibility of paying a bribe to teachers for better service.,0,1,1,2
